date,team,name,status
2005-12-14, Bucks, • Bobby Simmons, activated from IL
2005-12-15, Sonics, • Johan Petro, placed on IL
2005-12-15, Sonics, • Mikki Moore, placed on IL
2005-12-15, Sonics, • Robert Swift, activated from IL
2005-12-15, Sonics, • Vitaly Potapenko, activated from IL
2005-12-15, Timberwolves, • Richie Frahm, placed on IL
2005-12-15, Timberwolves, • Troy Hudson, activated from IL
2005-12-16, Blazers, • Sebastian Telfair, placed on IL with sprained ligament in right thumb
2005-12-16, Blazers, • Charles Smith (Cornelius), activated from IL
2005-12-16, Celtics, • Justin Reed, placed on IL
2005-12-16, Celtics, • Marcus Banks, activated from IL
2005-12-16, Hornets, • Maciej Lampe, placed on IL
2005-12-16, Hornets, • Chris Andersen, activated from IL
2005-12-16, Jazz, • C.J. Miles, placed on IL
2005-12-16, Jazz, • Greg Ostertag, activated from IL
2005-12-16, Knicks, • Eddy Curry, placed on IL
2005-12-16, Knicks, • Jerome James, activated from IL
2005-12-16, Mavericks, • Marquis Daniels, placed on IL with strained neck
2005-12-16, Mavericks, • Keith Van Horn, activated from IL
2005-12-16, Pacers, • Samaki Walker, placed on IL
2005-12-16, Pacers, • Jamaal Tinsley, activated from IL
2005-12-16, Wizards, • Awvee Storey, placed on IL
2005-12-16, Wizards, • Donell Taylor, activated from IL
2005-12-17, Bobcats, • Kevin Burleson, placed on IL
2005-12-17, Bobcats, • Melvin Ely, placed on IL with flu-like symptoms
2005-12-17, Bobcats, • Gerald Wallace, activated from IL
2005-12-17, Cavaliers, • Martynas Andriuskevicius, placed on IL
2005-12-17, Cavaliers, • Ira Newble, activated from IL
2005-12-17, Clippers, • Walter McCarty, placed on IL
2005-12-17, Clippers, • Boniface N'Dong, activated from IL
2005-12-17, Grizzlies, • Iakovos Tsakalidis / Jake Tsakalidis, placed on IL
2005-12-17, Grizzlies, • Shane Battier, activated from IL
2005-12-17, Jazz, • Matt Harpring, placed on IL with knee injury
2005-12-17, Jazz, • C.J. Miles, activated from IL
2005-12-17, Knicks, • Nate Robinson, placed on IL
2005-12-17, Knicks, • David Lee, activated from IL
2005-12-17, Pacers, • Fred Jones, placed on IL with sprained left ankle
2005-12-17, Pacers, • Samaki Walker, activated from IL
2005-12-18, Nets, • Linton Johnson III, placed on IL
2005-12-18, Nets, • Zoran Planinic, activated from IL
2005-12-18, Raptors, • Jose Calderon, placed on IL
2005-12-18, Raptors, • Eric Williams, activated from IL
2005-12-18, Wizards, • Jarvis Hayes, placed on IL with sore right knee
2005-12-18, Wizards, • Awvee Storey, activated from IL
2005-12-19, Bobcats, • Brevin Knight, placed on IL with arm injury
2005-12-19, Bobcats, • Kevin Burleson, activated from IL
2005-12-19, Celtics, • Dan Dickau, placed on IL with ruptured Achilles tendon (out for season)
2005-12-19, Celtics, • Delonte West, placed on IL with concussion
2005-12-19, Celtics, • Justin Reed, activated from IL
2005-12-19, Celtics, • Tony Allen, activated from IL
2005-12-19, Grizzlies, • Anthony Roberson, placed on IL
2005-12-19, Grizzlies, • Iakovos Tsakalidis / Jake Tsakalidis, activated from IL
2005-12-19, Sonics, • Robert Swift, placed on IL
2005-12-19, Sonics, • Johan Petro, activated from IL
2005-12-20, Bobcats, • Kareem Rush, placed on IL with sprained left index finger
2005-12-20, Bobcats, • Brevin Knight, activated from IL
2005-12-20, Clippers, • Boniface N'Dong, placed on IL
2005-12-20, Clippers, • Walter McCarty, activated from IL
2005-12-20, Heat, • Alonzo Mourning, placed on IL with upper respiratory infection
2005-12-20, Heat, • Dorell Wright, activated from IL
2005-12-20, Jazz, • Andrei Kirilenko, placed on IL with back spasms
2005-12-20, Jazz, • Matt Harpring, activated from IL
2005-12-20, Mavericks, • Rawle Marshall, placed on IL
2005-12-20, Mavericks, • Marquis Daniels, activated from IL
2005-12-20, Sonics, • Danny Fortson, activated from IL
2005-12-20, Sonics, • Mikki Moore, activated from IL
2005-12-21, 76ers, • Steven Hunter, placed on IL with leg injury
2005-12-21, 76ers, • Michael Bradley, activated from IL
2005-12-21, Blazers, • Ha Seung-Jin, placed on IL
2005-12-21, Blazers, • Theo Ratliff, activated from IL
2005-12-21, Celtics, • Tony Allen, placed on IL
2005-12-21, Celtics, • Delonte West, activated from IL
2005-12-21, Clippers, • Quinton Ross, placed on IL
2005-12-21, Clippers, • Boniface N'Dong, activated from IL
2005-12-21, Grizzlies, • Eddie Jones, placed on IL with right ankle injury
2005-12-21, Grizzlies, • Anthony Roberson, activated from IL
2005-12-21, Hornets, • Brandon Bass, placed on IL
2005-12-21, Hornets, • Maciej Lampe, activated from IL
2005-12-21, Jazz, • C.J. Miles, placed on IL
2005-12-21, Pacers, • Samaki Walker, placed on IL
2005-12-21, Pacers, • Fred Jones, activated from IL
2005-12-21, Raptors, • Loren Woods, placed on IL
2005-12-21, Raptors, • Jose Calderon, activated from IL
2005-12-21, Rockets, • Yao Ming, placed on IL with toe surgery
2005-12-21, Rockets, • Jon Barry, activated from IL
2005-12-22, Bulls, • Malik Allen, placed on IL
2005-12-22, Bulls, • Eddie Basden, activated from IL
2005-12-22, Kings, • Bonzi Wells, placed on IL with torn groin
2005-12-22, Kings, • Jamal Sampson, activated from IL
2005-12-22, Mavericks, • Marquis Daniels, placed on IL with strained neck
2005-12-22, Mavericks, • Rawle Marshall, activated from IL
2005-12-23, 76ers, • Michael Bradley, placed on IL with birth of child
2005-12-23, 76ers, • Steven Hunter, activated from IL
2005-12-23, Bobcats, • Emeka Okafor, placed on IL with ankle injury
2005-12-23, Bobcats, • Melvin Ely, activated from IL
2005-12-23, Bulls, • Eddie Basden, placed on IL
2005-12-23, Bulls, • Malik Allen, activated from IL
2005-12-23, Heat, • Dorell Wright, placed on IL
2005-12-23, Heat, • Shandon Anderson, placed on IL
2005-12-23, Heat, • Alonzo Mourning, activated from IL
2005-12-23, Heat, • Jason Williams, activated from IL
2005-12-23, Knicks, • Jackie Butler, placed on IL
2005-12-23, Knicks, • Nate Robinson, activated from IL
2005-12-23, Lakers, • Laron Profit, placed on IL with ruptured left Achilles tendon
2005-12-23, Lakers, • Von Wafer, activated from IL
2005-12-23, Magic, • Terence Morris, placed on IL
2005-12-23, Magic, • Travis Diener, activated from IL
2005-12-23, Mavericks, • Rawle Marshall, placed on IL
2005-12-23, Mavericks, • Jerry Stackhouse, activated from IL
2005-12-23, Nets, • Jason Collins, placed on IL
2005-12-23, Nets, • Linton Johnson III, activated from IL
2005-12-23, Sonics, • Mikki Moore, placed on IL
2005-12-23, Sonics, • Danny Fortson, activated from IL
2005-12-23, Timberwolves, • Nikoloz Tskitishvili, placed on IL
2005-12-23, Timberwolves, • Richie Frahm, activated from IL
2005-12-25, Heat, • Gerald Fitch, placed on IL
2005-12-25, Heat, • Dorell Wright, activated from IL
2005-12-26, Grizzlies, • Lawrence Roberts, placed on IL
2005-12-26, Grizzlies, • Eddie Jones, activated from IL
2005-12-26, Jazz, • Gordan Giricek, placed on IL with Achilles tendinitis
2005-12-26, Jazz, • Andrei Kirilenko, activated from IL
2005-12-26, Kings, • Bonzi Wells, placed on IL with torn groin
2005-12-26, Kings, • Predrag Stojakovic / Peja Stojakovic, activated from IL
2005-12-26, Knicks, • David Lee, placed on IL
2005-12-26, Knicks, • Eddy Curry, activated from IL
2005-12-26, Magic, • Travis Diener, placed on IL
2005-12-26, Magic, • Kelvin Cato, activated from IL
2005-12-26, Nets, • Linton Johnson III, placed on IL
2005-12-26, Nets, • Jason Collins, activated from IL
2005-12-26, Nuggets, • Kenyon Martin, placed on IL with left knee tendinitis
2005-12-26, Nuggets, • Earl Boykins, activated from IL
2005-12-26, Sonics, • Johan Petro, placed on IL
2005-12-26, Sonics, • Robert Swift, activated from IL
2005-12-26, Timberwolves, • Michael Olowokandi, placed on IL with sore right elbow
2005-12-26, Timberwolves, • Nikoloz Tskitishvili, activated from IL
2005-12-27, 76ers, • Louis Williams / Lou Williams, placed on IL
2005-12-27, 76ers, • Michael Bradley, activated from IL
2005-12-27, Heat, • Dorell Wright, placed on IL
2005-12-27, Heat, • Wayne Simien, placed on IL
2005-12-27, Heat, • Gerald Fitch, activated from IL
2005-12-27, Heat, • Shandon Anderson, activated from IL
2005-12-27, Jazz, • Matt Harpring, placed on IL with sore knee
2005-12-27, Jazz, • Gordan Giricek, activated from IL
2005-12-27, Spurs, • Sean Marks, placed on IL
2005-12-27, Spurs, • Emanuel Ginobili / Manu Ginobili, activated from IL
2005-12-28, Blazers, • Joel Przybilla, placed on IL with sore knee
2005-12-28, Blazers, • Ha Seung-Jin, activated from IL
2005-12-28, Knicks, • Qyntel Woods, placed on IL
2005-12-28, Knicks, • David Lee, activated from IL
2005-12-28, Sonics, • Luke Ridnour, placed on IL with bruised chest
2005-12-28, Sonics, • Mikki Moore, activated from IL
2005-12-29, Heat, • Gerald Fitch, placed on IL
2005-12-29, Heat, • Wayne Simien, activated from IL
2005-12-29, Nuggets, • Marcus Camby, placed on IL with broken right pinkie finger
2005-12-29, Nuggets, • Kenyon Martin, activated from IL
2005-12-29, Sonics, • Robert Swift, placed on IL
2005-12-29, Sonics, • Johan Petro, activated from IL
2005-12-30, Bobcats, • Sean May, placed on IL with right knee injury
2005-12-30, Bobcats, • Kareem Rush, activated from IL
2005-12-30, Grizzlies, • Anthony Roberson, placed on IL (date unsure)
2005-12-30, Grizzlies, • Bobby Jackson, activated from IL
2005-12-30, Knicks, • Quentin Richardson, placed on IL
2005-12-30, Knicks, • Qyntel Woods, activated from IL
2005-12-30, Magic, • Kelvin Cato, placed on IL with sore ankle
2005-12-30, Magic, • Terence Morris, activated from IL
2005-12-30, Mavericks, • Josh Powell, placed on IL
2005-12-30, Mavericks, • Marquis Daniels, activated from IL
2005-12-31, Grizzlies, • Damon Stoudamire, placed on IL with ruptured right patellar tendon
2005-12-31, Grizzlies, • Mike Miller, placed on IL with sprained left ankle
2005-12-31, Grizzlies, • Anthony Roberson, activated from IL
2005-12-31, Grizzlies, • Lawrence Roberts, activated from IL
2005-12-31, Rockets, • Derek Anderson, placed on IL with strained right calf
2005-12-31, Rockets, • Rafer Alston, activated from IL
2005-12-31, Sonics, • Mikki Moore, placed on IL
2005-12-31, Sonics, • Johan Petro, activated from IL
2005-12-31, Spurs, • Nick Van Exel, placed on IL
2005-12-31, Spurs, • Sean Marks, activated from IL
2005-12-31, Warriors, • Adonal Foyle, placed on IL with back spasms
2005-12-31, Warriors, • Chris Taft, activated from IL
2006-01-01, Blazers, • Ha Seung-Jin, placed on IL
2006-01-01, Blazers, • Joel Przybilla, activated from IL
2006-01-01, Timberwolves, • Nikoloz Tskitishvili, placed on IL
2006-01-01, Timberwolves, • Michael Olowokandi, activated from IL
2006-01-02, Hornets, • Arvydas Macijauskas, placed on IL
2006-01-02, Hornets, • Maciej Lampe, placed on IL
2006-01-02, Hornets, • Bostjan Nachbar, activated from IL
2006-01-02, Hornets, • Brandon Bass, activated from IL
2006-01-02, Knicks, • Jerome James, placed on IL
2006-01-02, Knicks, • Jackie Butler, activated from IL
2006-01-02, Pacers, • Jamaal Tinsley, placed on IL with torn right biceps
2006-01-02, Pacers, • Samaki Walker, activated from IL
2006-01-02, Sonics, • Mateen Cleaves, placed on IL
2006-01-02, Sonics, • Mikki Moore, activated from IL
2006-01-03, Jazz, • Andre Owens, placed on IL
2006-01-03, Jazz, • Matt Harpring, activated from IL
2006-01-03, Wizards, • Donell Taylor, placed on IL
2006-01-03, Wizards, • Andray Blatche, activated from IL
2006-01-04, 76ers, • Chris Webber, placed on IL with strained lower back
2006-01-04, 76ers, • Louis Williams / Lou Williams, activated from IL
2006-01-04, Bobcats, • Melvin Ely, placed on IL
2006-01-04, Bobcats, • Jake Voskuhl, activated from IL
2006-01-04, Bulls, • Tyson Chandler, placed on IL with sprained right ankle
2006-01-04, Bulls, • Eddie Basden, activated from IL
2006-01-04, Cavaliers, • Larry Hughes, placed on IL with broken finger in right hand (out 6-8 weeks)
2006-01-04, Cavaliers, • Martynas Andriuskevicius, activated from IL
2006-01-04, Hornets, • Bostjan Nachbar, placed on IL
2006-01-04, Hornets, • Arvydas Macijauskas, activated from IL
2006-01-04, Magic, • Grant Hill, placed on IL with strained groin
2006-01-04, Magic, • Travis Diener, activated from IL
2006-01-04, Raptors, • Jose Calderon, placed on IL
2006-01-04, Raptors, • Loren Woods, activated from IL
2006-01-04, Sonics, • Vitaly Potapenko, placed on IL
2006-01-04, Sonics, • Robert Swift, activated from IL
2006-01-04, Spurs, • Sean Marks, placed on IL
2006-01-04, Spurs, • Nick Van Exel, activated from IL
2006-01-04, Timberwolves, • Mark Madsen, placed on IL with death of grandmother
2006-01-04, Timberwolves, • Nikoloz Tskitishvili, activated from IL
2006-01-05, Cavaliers, • Aleksandar Pavlovic / Sasha Pavlovic, activated from IL
2006-01-05, Rockets, • Derek Anderson, activated from IL
2006-01-05, Warriors, • Adonal Foyle, activated from IL
2006-01-06, 76ers, • Louis Williams / Lou Williams, placed on IL
2006-01-06, 76ers, • Chris Webber, activated from IL
2006-01-06, Blazers, • Zach Randolph, placed on IL with flu
2006-01-06, Blazers, • Ha Seung-Jin, activated from IL
2006-01-06, Bulls, • Eric Piatkowski, placed on IL
2006-01-06, Celtics, • Ryan Gomes, placed on IL
2006-01-06, Celtics, • Tony Allen, activated from IL
2006-01-06, Clippers, • Boniface N'Dong, placed on IL
2006-01-06, Clippers, • Quinton Ross, activated from IL
2006-01-06, Grizzlies, • Iakovos Tsakalidis / Jake Tsakalidis, placed on IL
2006-01-06, Grizzlies, • Mike Miller, activated from IL
2006-01-06, Heat, • Jason Williams, placed on IL
2006-01-06, Heat, • Gerald Fitch, activated from IL
2006-01-06, Knicks, • Jamal Crawford, placed on IL with sprained foot
2006-01-06, Knicks, • Jerome James, activated from IL
2006-01-06, Magic, • Travis Diener, placed on IL
2006-01-06, Magic, • Grant Hill, activated from IL
2006-01-06, Mavericks, • Marquis Daniels, placed on IL with sore neck
2006-01-06, Mavericks, • Josh Powell, activated from IL
2006-01-06, Raptors, • Aaron Williams, placed on IL
2006-01-06, Raptors, • Jose Calderon, activated from IL
2006-01-06, Spurs, • Beno Udrih, placed on IL
2006-01-06, Spurs, • Sean Marks, activated from IL
2006-01-06, Timberwolves, • Richie Frahm, placed on IL
2006-01-06, Timberwolves, • Mark Madsen, activated from IL
2006-01-06, Wizards, • Awvee Storey, placed on IL
2006-01-06, Wizards, • Andray Blatche, activated from IL
2006-01-07, 76ers, • Louis Williams / Lou Williams, placed on IL
2006-01-07, Hornets, • Chris Paul, placed on IL with torn ligament in right thumb
2006-01-07, Hornets, • Bostjan Nachbar, activated from IL
2006-01-07, Magic, • Grant Hill, placed on IL with strained groin
2006-01-07, Magic, • Travis Diener, activated from IL
2006-01-07, Timberwolves, • Ronald Dupree, placed on IL
2006-01-07, Timberwolves, • Richie Frahm, activated from IL
2006-01-07, Wizards, • Jared Jeffries, placed on IL with left eye abrasion
2006-01-07, Wizards, • Awvee Storey, activated from IL
2006-01-08, Blazers, • Charles Smith (Cornelius), placed on IL
2006-01-08, Blazers, • Sergei Monia, placed on IL
2006-01-08, Blazers, • Sebastian Telfair, activated from IL
2006-01-08, Blazers, • Zach Randolph, activated from IL
2006-01-08, Knicks, • Jackie Butler, placed on IL
2006-01-08, Knicks, • Quentin Richardson, activated from IL
2006-01-08, Rockets, • Derek Anderson, placed on IL with strained calf
2006-01-08, Sonics, • Danny Fortson, placed on IL
2006-01-08, Sonics, • Vitaly Potapenko, activated from IL
2006-01-09, 76ers, • Chris Webber, placed on IL with strained lower back
2006-01-09, 76ers, • Louis Williams / Lou Williams, activated from IL
2006-01-09, Bulls, • Eddie Basden, placed on IL
2006-01-09, Bulls, • Tyson Chandler, activated from IL
2006-01-09, Raptors, • Loren Woods, placed on IL
2006-01-09, Raptors, • Aaron Williams, activated from IL
2006-01-09, Wizards, • Chucky Atkins, placed on IL with birth of child
2006-01-09, Wizards, • Jared Jeffries, activated from IL
2006-01-10, Bobcats, • Kareem Rush, placed on IL
2006-01-10, Bobcats, • Emeka Okafor, activated from IL
2006-01-10, Clippers, • Elton Brand, placed on IL with bruised right hip
2006-01-10, Clippers, • Boniface N'Dong, activated from IL
2006-01-10, Hornets, • Brandon Bass, placed on IL
2006-01-10, Hornets, • Chris Paul, activated from IL
2006-01-10, Knicks, • Qyntel Woods, placed on IL
2006-01-10, Knicks, • Jamal Crawford, activated from IL
2006-01-10, Magic, • Travis Diener, placed on IL
2006-01-10, Magic, • Kelvin Cato, activated from IL
2006-01-10, Nets, • Richard Jefferson, placed on IL with back spasms
2006-01-10, Nets, • Linton Johnson III, activated from IL
2006-01-10, Spurs, • Sean Marks, placed on IL with sprained ankle
2006-01-10, Spurs, • Beno Udrih, activated from IL
2006-01-10, Timberwolves, • Nikoloz Tskitishvili, placed on IL
2006-01-10, Timberwolves, • Ronald Dupree, activated from IL
2006-01-11, 76ers, • Lee Nailon, placed on IL
2006-01-11, 76ers, • Chris Webber, activated from IL
2006-01-11, Blazers, • Ha Seung-Jin, placed on IL
2006-01-11, Blazers, • Sergei Monia, activated from IL
2006-01-11, Bobcats, • Emeka Okafor, placed on IL with sprained ankle
2006-01-11, Bobcats, • Sean May, activated from IL
2006-01-11, Knicks, • Malik Rose, placed on IL
2006-01-11, Knicks, • Qyntel Woods, activated from IL
2006-01-11, Magic, • Terence Morris, placed on IL
2006-01-11, Magic, • Keyon Dooling, activated from IL
2006-01-11, Timberwolves, • Richie Frahm, placed on IL
2006-01-11, Timberwolves, • Nikoloz Tskitishvili, activated from IL
2006-01-12, Cavaliers, • Martynas Andriuskevicius, placed on IL
2006-01-12, Cavaliers, • Anderson Varejao, activated from IL
2006-01-12, Pistons, • Jason Maxiell, placed on IL
2006-01-12, Pistons, • Alex Acker, activated from IL
2006-01-12, Spurs, • Sean Marks, placed on IL
2006-01-12, Spurs, • Beno Udrih, activated from IL
2006-01-13, Grizzlies, • Anthony Roberson, placed on IL
2006-01-13, Grizzlies, • Iakovos Tsakalidis / Jake Tsakalidis, activated from IL
2006-01-13, Heat, • Shandon Anderson, placed on IL
2006-01-13, Heat, • Gerald Fitch, activated from IL
2006-01-13, Hornets, • Chris Andersen, placed on IL with flu
2006-01-13, Hornets, • Brandon Bass, activated from IL
2006-01-13, Knicks, • Trevor Ariza, placed on IL
2006-01-13, Knicks, • Malik Rose, activated from IL
2006-01-13, Magic, • Steve Francis, placed on IL (due to suspension)
2006-01-13, Magic, • Terence Morris, activated from IL
2006-01-13, Nets, • Linton Johnson III, placed on IL
2006-01-13, Nets, • Antoine Wright, activated from IL
2006-01-13, Sonics, • Reggie Evans, placed on IL (funeral)
2006-01-13, Sonics, • Danny Fortson, activated from IL
2006-01-14, Clippers, • Kaniel Dickens, placed on IL with right ankle injury
2006-01-14, Clippers, • Boniface N'Dong, activated from IL
2006-01-14, Grizzlies, • Iakovos Tsakalidis / Jake Tsakalidis, placed on IL
2006-01-14, Grizzlies, • Anthony Roberson, activated from IL
2006-01-14, Heat, • Jason Williams, placed on IL
2006-01-14, Heat, • Shandon Anderson, activated from IL
2006-01-14, Sonics, • Danny Fortson, placed on IL with sore left knee
2006-01-14, Sonics, • Vitaly Potapenko, placed on IL with strained lower back
2006-01-14, Sonics, • Reggie Evans, activated from IL
2006-01-14, Sonics, • Rick Brunson, activated from IL
2006-01-14, Warriors, • Calbert Cheaney, placed on IL
2006-01-14, Warriors, • Mickael Pietrus, activated from IL
2006-01-15, Blazers, • Martell Webster, placed on IL
2006-01-15, Blazers, • Sergei Monia, placed on IL
2006-01-15, Blazers, • Charles Smith (Cornelius), activated from IL
2006-01-15, Blazers, • Ha Seung-Jin, activated from IL
2006-01-15, Cavaliers, • Zendon Hamilton, activated from IL
2006-01-15, Knicks, • Qyntel Woods, placed on IL
2006-01-15, Knicks, • Trevor Ariza, activated from IL
2006-01-15, Magic, • Charles Outlaw / Bo Outlaw, placed on IL
2006-01-15, Magic, • Grant Hill, activated from IL
2006-01-15, Raptors, • Mike James (Lamont), placed on IL with back spasms
2006-01-15, Raptors, • Loren Woods, activated from IL
2006-01-16, Bulls, • Eddie Basden, activated from IL
2006-01-16, Grizzlies, • Antonio Burks, placed on IL
2006-01-16, Grizzlies, • Iakovos Tsakalidis / Jake Tsakalidis, activated from IL
2006-01-16, Knicks, • Trevor Ariza, placed on IL
2006-01-16, Knicks, • Qyntel Woods, activated from IL
2006-01-16, Nets, • Jeff McInnis, placed on IL with torn cartilage in left knee
2006-01-16, Nets, • Richard Jefferson, activated from IL
2006-01-16, Pistons, • Alex Acker, placed on IL
2006-01-16, Pistons, • Jason Maxiell, activated from IL
2006-01-17, Raptors, • Loren Woods, placed on IL
2006-01-17, Raptors, • Mike James (Lamont), activated from IL
2006-01-18, Grizzlies, • Lorenzen Wright, placed on IL with bruised left knee
2006-01-18, Grizzlies, • Antonio Burks, activated from IL
2006-01-18, Hornets, • Bostjan Nachbar, placed on IL
2006-01-18, Hornets, • Chris Andersen, activated from IL
2006-01-18, Knicks, • Stephon Marbury, placed on IL with sprained left shoulder
2006-01-18, Knicks, • Trevor Ariza, activated from IL
2006-01-18, Magic, • Grant Hill, placed on IL with abdominal pain
2006-01-18, Timberwolves, • Nikoloz Tskitishvili, placed on IL
2006-01-18, Timberwolves, • Bracey Wright, activated from IL
2006-01-19, Lakers, • Ronny Turiaf, placed on IL with heart problems
2006-01-20, 76ers, • Louis Williams / Lou Williams, placed on IL
2006-01-20, 76ers, • Lee Nailon, activated from IL
2006-01-20, Bobcats, • Sean May, placed on IL with torn cartilage in right knee (out at least 6 weeks)
2006-01-20, Bobcats, • Melvin Ely, activated from IL
2006-01-20, Cavaliers, • Drew Gooden, activated from IL
2006-01-20, Grizzlies, • Lawrence Roberts, placed on IL
2006-01-20, Grizzlies, • Lorenzen Wright, activated from IL
2006-01-20, Heat, • Gerald Fitch, placed on IL
2006-01-20, Heat, • Dorell Wright, activated from IL
2006-01-20, Jazz, • Jarron Collins, placed on IL
2006-01-20, Jazz, • Andre Owens, activated from IL
2006-01-20, Magic, • Kelvin Cato, placed on IL with sprained ankle
2006-01-20, Magic, • Terence Morris, activated from IL
2006-01-20, Pacers, • Jamaal Tinsley, activated from IL
2006-01-20, Raptors, • Rafael Araujo, placed on IL with sore right shoulder
2006-01-20, Raptors, • Pape Sow, activated from IL
2006-01-20, Spurs, • Robert Horry, placed on IL with strained lower abdominal muscle
2006-01-20, Spurs, • Sean Marks, activated from IL
2006-01-20, Wizards, • Etan Thomas, placed on IL with death of grandmother
2006-01-20, Wizards, • Peter John Ramos, activated from IL
2006-01-21, Nets, • Lamond Murray, placed on IL with strained left knee
2006-01-21, Nets, • Linton Johnson III, activated from IL
2006-01-22, Clippers, • Boniface N'Dong, placed on IL
2006-01-22, Clippers, • Zeljko Rebraca, activated from IL
2006-01-22, Grizzlies, • Iakovos Tsakalidis / Jake Tsakalidis, placed on IL
2006-01-22, Grizzlies, • Lawrence Roberts, activated from IL
2006-01-22, Spurs, • Emanuel Ginobili / Manu Ginobili, placed on IL with sprained right ankle
2006-01-23, Jazz, • Andre Owens, placed on IL
2006-01-23, Jazz, • Matt Harpring, placed on IL
2006-01-24, 76ers, • Lee Nailon, placed on IL with arrest for domestic disturbance
2006-01-24, 76ers, • Louis Williams / Lou Williams, activated from IL
2006-01-24, Grizzlies, • Anthony Roberson, placed on IL
2006-01-24, Grizzlies, • Chucky Atkins, placed on IL
2006-01-24, Grizzlies, • Iakovos Tsakalidis / Jake Tsakalidis, activated from IL
2006-01-24, Pistons, • Carlos Delfino, placed on IL
2006-01-24, Pistons, • Amir Johnson, activated from IL
2006-01-25, Celtics, • Justin Reed, placed on IL
2006-01-25, Celtics, • Ryan Gomes, activated from IL
2006-01-25, Grizzlies, • Antonio Burks, placed on IL
2006-01-25, Grizzlies, • Lawrence Roberts, activated from IL
2006-01-25, Jazz, • Matt Harpring, placed on IL with knee injury
2006-01-25, Jazz, • Andre Owens, activated from IL
2006-01-25, Knicks, • Trevor Ariza, placed on IL
2006-01-25, Knicks, • Stephon Marbury, activated from IL
2006-01-25, Pistons, • Amir Johnson, placed on IL
2006-01-25, Pistons, • Alex Acker, activated from IL
2006-01-25, Wizards, • Peter John Ramos, placed on IL
2006-01-25, Wizards, • Etan Thomas, activated from IL
2006-01-26, Heat, • Jason Williams, placed on IL with a cut right ring finger
2006-01-26, Heat, • Gerald Fitch, activated from IL
2006-01-27, Bucks, • Reece Gaines, placed on IL
2006-01-27, Bucks, • Charlie Bell, activated from IL
2006-01-27, Celtics, • Dwayne Jones, placed on IL
2006-01-27, Clippers, • Zeljko Rebraca, placed on IL with chest pains
2006-01-27, Clippers, • Boniface N'Dong, activated from IL
2006-01-27, Heat, • Dwyane Wade, placed on IL
2006-01-27, Heat, • Earl Barron, placed on IL with back injury
2006-01-27, Kings, • Ron Artest / Metta World Peace, activated from IL
2006-01-27, Knicks, • Jerome James, placed on IL with strained neck
2006-01-27, Knicks, • Jackie Butler, activated from IL
2006-01-27, Nets, • Vince Carter, placed on IL with sore lower back
2006-01-27, Nets, • Lamond Murray, activated from IL
2006-01-27, Nuggets, • Julius Hodge, placed on IL
2006-01-27, Nuggets, • Marcus Camby, activated from IL
2006-01-27, Pacers, • Jeff Foster, back spasms (DNP)
2006-01-27, Pacers, • Jermaine O'Neal, placed on IL with torn left groin
2006-01-27, Pistons, • Alex Acker, placed on IL
2006-01-27, Pistons, • Carlos Delfino, activated from IL
2006-01-27, Suns, • Nikoloz Tskitishvili, placed on IL
2006-01-27, Timberwolves, • Bracey Wright, placed on IL
2006-01-27, Timberwolves, • Marcus Banks, placed on IL
2006-01-28, Grizzlies, • Lawrence Roberts, placed on IL
2006-01-28, Grizzlies, • Antonio Burks, activated from IL
2006-01-28, Hornets, • Bostjan Nachbar, activated from IL
2006-01-28, Jazz, • Greg Ostertag, placed on IL with suspension
2006-01-28, Jazz, • Matt Harpring, activated from IL
2006-01-28, Mavericks, • Devin Harris, placed on IL with strained right shoulder
2006-01-28, Mavericks, • Marquis Daniels, activated from IL
2006-01-28, Nets, • Linton Johnson III, placed on IL
2006-01-28, Nets, • Vince Carter, activated from IL
2006-01-28, Sonics, • Rick Brunson, placed on IL
2006-01-28, Spurs, • Melvin Sanders, placed on IL
2006-01-28, Spurs, • Sean Marks, placed on IL
2006-01-28, Spurs, • Emanuel Ginobili / Manu Ginobili, activated from IL
2006-01-28, Spurs, • Robert Horry, activated from IL
2006-01-28, Wizards, • Awvee Storey, placed on IL
2006-01-28, Wizards, • Peter John Ramos, activated from IL
2006-01-29, Bucks, • Maurice Williams / Mo Williams, placed on IL with sprained left ankle
2006-01-29, Bucks, • Reece Gaines, activated from IL
2006-01-30, Bobcats, • Keith Bogans, placed on IL with sprained MCL in right knee
2006-01-30, Bobcats, • Kareem Rush, activated from IL
2006-01-30, Jazz, • Robert Whaley, placed on IL with torn cartilage in right knee
2006-01-30, Jazz, • Greg Ostertag, activated from IL
2006-01-30, Rockets, • Jon Barry, placed on IL with strained right calf
2006-01-30, Rockets, • Yao Ming, activated from IL
2006-01-30, Spurs, • Nick Van Exel, placed on IL with elbow injury
2006-01-30, Spurs, • Robert Horry, placed on IL with abdominal strain
2006-01-30, Spurs, • Melvin Sanders, activated from IL
2006-01-30, Spurs, • Sean Marks, activated from IL
2006-01-30, Timberwolves, • Ronald Dupree, placed on IL
2006-01-30, Timberwolves, • Marcus Banks, activated from IL
2006-01-31, Kings, • Brad Miller, placed on IL with broken right thumb
2006-01-31, Kings, • Bonzi Wells, activated from IL
2006-01-31, Mavericks, • Josh Powell, placed on IL
2006-01-31, Mavericks, • Devin Harris, activated from IL
2006-01-31, Suns, • Nikoloz Tskitishvili, activated from IL
2006-01-31, Wizards, • Peter John Ramos, placed on IL
